,oWP_Start,oWP_End,WP_0001,WP_0002,WP_0003,WP_0004,WP_0005,WP_0006,WP_0007,WP_0008,WP_0009,WP_0010,WP_0011,WP_0012,WP_0013,WP_0014,WP_0015,WP_0016,WP_0017,WP_0018,WP_0019,WP_0020,WP_0021,WP_0022,WP_0023,WP_0024,WP_0025,WP_0026,WP_0027,WP_0028,WP_0029,WP_0030,WP_0031,WP_0032,WP_0033,WP_0034,WP_0035,WP_0036,WP_0037,WP_0038,WP_0039,WP_0040,WP_0041,WP_0042,WP_0043,WP_0044,WP_0045,WP_0046,WP_0047,WP_0048,WP_0049,WP_0050,WP_0051,WP_0052,WP_0053,WP_0054,WP_0055,WP_0056,WP_0057,WP_0058,WP_0059,WP_0060,WP_0061,WP_0062,WP_0063,WP_0064,WP_0065,WP_0066,WP_0067,WP_0068,WP_0069,WP_0070,WP_0071,WP_0072,WP_0073,WP_0074,WP_0075,WP_0076,WP_0077,WP_0078,WP_0079,WP_0080,WP_0081,WP_0082,WP_0083,WP_0084,WP_0085,WP_0086,WP_0087,WP_0088,WP_0089,WP_0090,WP_0091,WP_0092,WP_0093,WP_0094,WP_0095,WP_0096,WP_0097,WP_0098,WP_0099,WP_0100,WP_0101,WP_0102,WP_0103,WP_0104,WP_0105,WP_0106,WP_0107,WP_0108,WP_0109,WP_0110,WP_0111,WP_0112,WP_0113,WP_0114,WP_0115,WP_0116,WP_0117,WP_0118,WP_0119,WP_0120,WP_0121,WP_0122,WP_0123,WP_0124,WP_0125,WP_0126,WP_0127,WP_0128,WP_0129,WP_0130,WP_0131,WP_0132,WP_0133,WP_0134,WP_0135,WP_0136,WP_0137,WP_0138,WP_0139,WP_0140,WP_0141,WP_0142,WP_0143,WP_0144,WP_0145,WP_0146,WP_0147,WP_0148,WP_0149,WP_0150,WP_0151,WP_0152,WP_0153,WP_0154,WP_0155,WP_0156,WP_0157,WP_0158,WP_0159,WP_0160,WP_0161,WP_0162,WP_0163,WP_0164,WP_0165,WP_0166,WP_0167,WP_0168
WP_0066,19.21,19.47,36.77,33.78,30.79,27.81,24.84,21.92,19.19,17.46,20.19,23.11,26.08,29.06,26.19,23.46,36.72,33.72,30.72,27.72,24.72,21.72,18.72,16.99,19.99,22.99,25.99,28.99,25.99,22.99,33.79,30.8,27.81,24.83,21.86,18.94,16.19,13.06,15.79,18.71,21.68,24.66,21.79,19.06,33.74,30.74,27.74,24.74,21.74,18.74,15.74,12.59,15.59,18.59,21.59,24.59,21.59,18.59,33,30,27,24,21,18,15,6,3,0,3,6,9,12,33.03,30.03,27.03,24.04,21.04,18.05,15.06,6.14,3.27,1.3,3.27,6.14,9.09,12.07,33.86,30.86,27.86,24.86,21.86,18.87,15.87,12.72,15.71,18.71,21.71,24.66,21.66,18.66,33.91,30.92,27.93,24.95,21.99,19.06,16.32,13.18,15.91,18.84,21.8,24.78,21.86,19.13,36.84,33.84,30.84,27.84,24.84,21.84,18.84,17.12,20.11,23.11,26.11,29.06,26.06,23.06,36.89,33.9,30.91,27.93,24.96,22.04,19.31,17.58,20.31,23.24,26.2,29.18,26.26,23.53,40.66,37.66,34.66,31.66,28.66,25.66,22.67,21.52,24.51,27.51,30.51,33.46,30.46,27.46,40.71,37.72,34.73,31.75,28.79,25.86,23.13,21.98,24.71,27.64,30.6,33.58,30.66,27.93
WP_0067,22.21,22.47,39.77,36.78,33.79,30.81,27.84,24.92,22.19,20.46,23.19,26.11,29.08,26.11,23.19,20.46,39.72,36.72,33.72,30.72,27.72,24.72,21.72,19.99,22.99,25.99,28.99,25.99,22.99,19.99,36.79,33.8,30.81,27.83,24.86,21.94,19.19,16.06,18.79,21.71,24.68,21.71,18.79,16.06,36.74,33.74,30.74,27.74,24.74,21.74,18.74,15.59,18.59,21.59,24.59,21.59,18.59,15.59,36,33,30,27,24,21,18,9,6,3,0,3,6,9,36.02,33.03,30.03,27.03,24.04,21.04,18.05,9.09,6.14,3.27,1.3,3.27,6.14,9.09,36.83,33.83,30.83,27.83,24.83,21.83,18.83,15.68,18.68,21.68,24.68,21.68,18.68,15.68,36.88,33.89,30.9,27.92,24.95,22.03,19.28,16.15,18.88,21.8,24.77,21.8,18.88,16.15,39.81,36.81,33.81,30.81,27.81,24.81,21.81,20.08,23.08,26.08,29.08,26.08,23.08,20.08,39.86,36.87,33.88,30.9,27.93,25.01,22.28,20.55,23.28,26.2,29.17,26.2,23.28,20.55,43.63,40.63,37.63,34.63,31.63,28.63,25.63,24.48,27.48,30.48,33.48,30.48,27.48,24.48,43.68,40.69,37.7,34.72,31.75,28.83,26.1,24.95,27.68,30.6,33.57,30.6,27.68,24.95
WP_0068,25.21,25.47,42.77,39.78,36.79,33.81,30.84,27.92,25.19,23.46,26.19,29.06,26.08,23.11,20.19,17.46,42.72,39.72,36.72,33.72,30.72,27.72,24.72,22.99,25.99,28.99,25.99,22.99,19.99,16.99,39.79,36.8,33.81,30.83,27.86,24.94,22.19,19.06,21.79,24.66,21.68,18.71,15.79,13.06,39.74,36.74,33.74,30.74,27.74,24.74,21.74,18.59,21.59,24.59,21.59,18.59,15.59,12.59,39,36,33,30,27,24,21,12,9,6,3,0,3,6,39.02,36.02,33.03,30.03,27.03,24.04,21.04,12.07,9.09,6.14,3.27,1.3,3.27,6.14,39.81,36.81,33.81,30.81,27.81,24.81,21.81,18.66,21.66,24.66,21.71,18.71,15.71,12.72,39.86,36.87,33.88,30.9,27.93,25.01,22.26,19.13,21.86,24.78,21.8,18.84,15.91,13.18,42.79,39.79,36.79,33.79,30.79,27.79,24.79,23.06,26.06,29.06,26.11,23.11,20.11,17.12,42.84,39.85,36.86,33.88,30.91,27.99,25.26,23.53,26.26,29.18,26.2,23.24,20.31,17.58,46.61,43.61,40.61,37.61,34.61,31.61,28.61,27.46,30.46,33.46,30.51,27.51,24.51,21.52,46.66,43.67,40.68,37.7,34.73,31.81,29.08,27.93,30.66,33.58,30.6,27.64,24.71,21.98
WP_0069,28.21,28.47,45.77,42.78,39.79,36.81,33.84,30.92,28.19,26.46,29.05,26.06,23.08,20.11,17.19,14.46,45.72,42.72,39.72,36.72,33.72,30.72,27.72,25.99,28.99,25.99,22.99,19.99,16.99,13.99,42.79,39.8,36.81,33.83,30.86,27.94,25.19,22.06,24.65,21.66,18.68,15.71,12.79,10.06,42.74,39.74,36.74,33.74,30.74,27.74,24.74,21.59,24.59,21.59,18.59,15.59,12.59,9.59,42,39,36,33,30,27,24,15,12,9,6,3,0,3,42.02,39.02,36.02,33.03,30.03,27.03,24.04,15.06,12.07,9.09,6.14,3.27,1.3,3.27,42.8,39.8,36.8,33.8,30.8,27.8,24.8,21.65,24.65,21.79,18.79,15.79,12.79,9.79,42.85,39.86,36.87,33.89,30.92,28,25.25,22.12,24.85,21.86,18.88,15.91,12.99,10.26,45.78,42.78,39.78,36.78,33.78,30.78,27.78,26.05,29.05,26.19,23.19,20.19,17.19,14.19,45.82,42.83,39.85,36.87,33.9,30.97,28.25,26.52,29.25,26.26,23.28,20.31,17.39,14.66,49.6,46.6,43.6,40.6,37.6,34.6,31.6,30.45,33.45,30.59,27.59,24.59,21.59,18.59,49.65,46.65,43.67,40.69,37.72,34.79,32.07,30.92,33.65,30.66,27.68,24.71,21.79,19.06
WP_0070,31.21,31.47,48.77,45.78,42.79,39.81,36.84,33.92,31.19,29.04,26.05,23.06,20.08,17.12,14.19,11.46,48.72,45.72,42.72,39.72,36.72,33.72,30.72,28.99,25.99,22.99,19.99,16.99,13.99,11,45.79,42.8,39.81,36.83,33.86,30.94,28.19,24.64,21.65,18.66,15.68,12.72,9.79,7.06,45.74,42.74,39.74,36.74,33.74,30.74,27.74,24.59,21.59,18.59,15.59,12.59,9.59,6.6,45,42,39,36,33,30,27,18,15,12,9,6,3,0,45.02,42.02,39.02,36.02,33.03,30.03,27.03,18.05,15.06,12.07,9.09,6.14,3.27,1.3,45.79,42.79,39.79,36.79,33.79,30.79,27.79,24.64,22.06,19.06,16.06,13.06,10.06,7.06,45.84,42.85,39.86,36.88,33.91,30.99,28.24,25.11,22.12,19.13,16.15,13.18,10.26,7.53,48.77,45.77,42.77,39.77,36.77,33.77,30.77,29.04,26.46,23.46,20.46,17.46,14.46,11.46,48.82,45.82,42.84,39.86,36.89,33.96,31.24,29.51,26.52,23.53,20.55,17.58,14.66,11.93,52.59,49.59,46.59,43.59,40.59,37.59,34.59,33.44,30.86,27.86,24.86,21.86,18.86,15.86,52.64,49.65,46.66,43.68,40.71,37.79,35.06,33.91,30.92,27.93,24.95,21.98,19.06,16.33
WP_0071,31.36,31.15,11.93,14.66,17.58,20.55,23.53,26.52,29.51,31.24,33.96,36.89,39.86,42.84,45.82,48.82,11.46,14.46,17.46,20.46,23.46,26.46,29.04,30.77,33.77,36.77,39.77,42.77,45.77,48.77,7.53,10.26,13.18,16.15,19.13,22.12,25.11,28.24,30.99,33.91,36.88,39.86,42.85,45.84,7.06,10.06,13.06,16.06,19.06,22.06,24.64,27.79,30.79,33.79,36.79,39.79,42.79,45.79,1.3,3.27,6.14,9.09,12.07,15.06,18.05,27.03,30.03,33.03,36.02,39.02,42.02,45.02,0,3,6,9,12,15,18,27,30,33,36,39,42,45,6.6,9.59,12.59,15.59,18.59,21.59,24.59,27.74,30.74,33.74,36.74,39.74,42.74,45.74,7.06,9.79,12.72,15.68,18.66,21.65,24.64,28.19,30.94,33.86,36.83,39.81,42.8,45.79,11,13.99,16.99,19.99,22.99,25.99,28.99,30.72,33.72,36.72,39.72,42.72,45.72,48.72,11.46,14.19,17.12,20.08,23.06,26.05,29.04,31.19,33.92,36.84,39.81,42.79,45.78,48.77,15.4,18.39,21.39,24.39,27.39,30.39,33.39,34.54,37.54,40.54,43.54,46.54,49.54,52.54,15.86,18.59,21.52,24.48,27.46,30.45,33.44,35.01,37.74,40.66,43.63,46.61,49.6,52.59
WP_0072,28.36,28.16,14.66,17.39,20.31,23.28,26.26,29.25,26.52,28.25,30.97,33.9,36.87,39.85,42.83,45.82,14.19,17.19,20.19,23.19,26.19,29.05,26.05,27.78,30.78,33.78,36.78,39.78,42.78,45.78,10.26,12.99,15.91,18.88,21.86,24.85,22.12,25.25,28,30.92,33.89,36.87,39.86,42.85,9.79,12.79,15.79,18.79,21.79,24.65,21.65,24.8,27.8,30.8,33.8,36.8,39.8,42.8,3.27,1.3,3.27,6.14,9.09,12.07,15.06,24.04,27.03,30.03,33.03,36.02,39.02,42.02,3,0,3,6,9,12,15,24,27,30,33,36,39,42,9.59,12.59,15.59,18.59,21.59,24.59,21.59,24.74,27.74,30.74,33.74,36.74,39.74,42.74,10.06,12.79,15.71,18.68,21.66,24.65,22.06,25.19,27.94,30.86,33.83,36.81,39.8,42.79,13.99,16.99,19.99,22.99,25.99,28.99,25.99,27.72,30.72,33.72,36.72,39.72,42.72,45.72,14.46,17.19,20.11,23.08,26.06,29.05,26.46,28.19,30.92,33.84,36.81,39.79,42.78,45.77,18.39,21.39,24.39,27.39,30.39,33.39,30.39,31.54,34.54,37.54,40.54,43.54,46.54,49.54,18.86,21.59,24.51,27.48,30.46,33.45,30.86,32.01,34.74,37.66,40.63,43.61,46.6,49.59
WP_0073,25.38,25.17,17.58,20.31,23.24,26.2,29.18,26.26,23.53,25.26,27.99,30.91,33.88,36.86,39.85,42.84,17.12,20.11,23.11,26.11,29.06,26.06,23.06,24.79,27.79,30.79,33.79,36.79,39.79,42.79,13.18,15.91,18.84,21.8,24.78,21.86,19.13,22.26,25.01,27.93,30.9,33.88,36.87,39.86,12.72,15.71,18.71,21.71,24.66,21.66,18.66,21.81,24.81,27.81,30.81,33.81,36.81,39.81,6.14,3.27,1.3,3.27,6.14,9.09,12.07,21.04,24.04,27.03,30.03,33.03,36.02,39.02,6,3,0,3,6,9,12,21,24,27,30,33,36,39,12.59,15.59,18.59,21.59,24.59,21.59,18.59,21.74,24.74,27.74,30.74,33.74,36.74,39.74,13.06,15.79,18.71,21.68,24.66,21.79,19.06,22.19,24.94,27.86,30.83,33.81,36.8,39.79,16.99,19.99,22.99,25.99,28.99,25.99,22.99,24.72,27.72,30.72,33.72,36.72,39.72,42.72,17.46,20.19,23.11,26.08,29.06,26.19,23.46,25.19,27.92,30.84,33.81,36.79,39.78,42.77,21.39,24.39,27.39,30.39,33.39,30.39,27.39,28.54,31.54,34.54,37.54,40.54,43.54,46.54,21.86,24.59,27.51,30.48,33.46,30.59,27.86,29.01,31.74,34.66,37.63,40.61,43.6,46.59
WP_0074,22.4,22.19,20.55,23.28,26.2,29.17,26.2,23.28,20.55,22.28,25.01,27.93,30.9,33.88,36.87,39.86,20.08,23.08,26.08,29.08,26.08,23.08,20.08,21.81,24.81,27.81,30.81,33.81,36.81,39.81,16.15,18.88,21.8,24.77,21.8,18.88,16.15,19.28,22.03,24.95,27.92,30.9,33.89,36.88,15.68,18.68,21.68,24.68,21.68,18.68,15.68,18.83,21.83,24.83,27.83,30.83,33.83,36.83,9.09,6.14,3.27,1.3,3.27,6.14,9.09,18.05,21.04,24.04,27.03,30.03,33.03,36.02,9,6,3,0,3,6,9,18,21,24,27,30,33,36,15.59,18.59,21.59,24.59,21.59,18.59,15.59,18.74,21.74,24.74,27.74,30.74,33.74,36.74,16.06,18.79,21.71,24.68,21.71,18.79,16.06,19.19,21.94,24.86,27.83,30.81,33.8,36.79,19.99,22.99,25.99,28.99,25.99,22.99,19.99,21.72,24.72,27.72,30.72,33.72,36.72,39.72,20.46,23.19,26.11,29.08,26.11,23.19,20.46,22.19,24.92,27.84,30.81,33.79,36.78,39.77,24.39,27.39,30.39,33.39,30.39,27.39,24.39,25.54,28.54,31.54,34.54,37.54,40.54,43.54,24.86,27.59,30.51,33.48,30.51,27.59,24.86,26.01,28.74,31.66,34.63,37.61,40.6,43.59
WP_0075,19.43,19.22,23.53,26.26,29.18,26.2,23.24,20.31,17.58,19.31,22.04,24.96,27.93,30.91,33.9,36.89,23.06,26.06,29.06,26.11,23.11,20.11,17.12,18.84,21.84,24.84,27.84,30.84,33.84,36.84,19.13,21.86,24.78,21.8,18.84,15.91,13.18,16.32,19.06,21.99,24.95,27.93,30.92,33.91,18.66,21.66,24.66,21.71,18.71,15.71,12.72,15.87,18.87,21.86,24.86,27.86,30.86,33.86,12.07,9.09,6.14,3.27,1.3,3.27,6.14,15.06,18.05,21.04,24.04,27.03,30.03,33.03,12,9,6,3,0,3,6,15,18,21,24,27,30,33,18.59,21.59,24.59,21.59,18.59,15.59,12.59,15.74,18.74,21.74,24.74,27.74,30.74,33.74,19.06,21.79,24.66,21.68,18.71,15.79,13.06,16.19,18.94,21.86,24.83,27.81,30.8,33.79,22.99,25.99,28.99,25.99,22.99,19.99,16.99,18.72,21.72,24.72,27.72,30.72,33.72,36.72,23.46,26.19,29.06,26.08,23.11,20.19,17.46,19.19,21.92,24.84,27.81,30.79,33.78,36.77,27.39,30.39,33.39,30.39,27.39,24.39,21.39,22.54,25.54,28.54,31.54,34.54,37.54,40.54,27.86,30.59,33.46,30.48,27.51,24.59,21.86,23.01,25.74,28.66,31.63,34.61,37.6,40.59
WP_0076,16.5,16.3,26.52,29.25,26.26,23.28,20.31,17.39,14.66,16.39,19.11,22.04,25.01,27.99,30.97,33.96,26.05,29.05,26.19,23.19,20.19,17.19,14.19,15.92,18.92,21.92,24.92,27.92,30.92,33.92,22.12,24.85,21.86,18.88,15.91,12.99,10.26,13.39,16.14,19.06,22.03,25.01,28,30.99,21.65,24.65,21.79,18.79,15.79,12.79,9.79,12.94,15.94,18.94,21.94,24.94,27.94,30.94,15.06,12.07,9.09,6.14,3.27,1.3,3.27,12.07,15.06,18.05,21.04,24.04,27.03,30.03,15,12,9,6,3,0,3,12,15,18,21,24,27,30,21.59,24.59,21.59,18.59,15.59,12.59,9.59,12.74,15.74,18.74,21.74,24.74,27.74,30.74,22.06,24.65,21.66,18.68,15.71,12.79,10.06,13.19,15.94,18.87,21.83,24.81,27.8,30.79,25.99,28.99,25.99,22.99,19.99,16.99,13.99,15.72,18.72,21.72,24.72,27.72,30.72,33.72,26.46,29.05,26.06,23.08,20.11,17.19,14.46,16.19,18.92,21.84,24.81,27.79,30.78,33.77,30.39,33.39,30.39,27.39,24.39,21.39,18.39,19.54,22.54,25.54,28.54,31.54,34.54,37.54,30.86,33.45,30.46,27.48,24.51,21.59,18.86,20.01,22.74,25.66,28.63,31.61,34.6,37.59
WP_0077,13.78,13.57,29.51,26.52,23.53,20.55,17.58,14.66,11.93,13.66,16.39,19.31,22.28,25.26,28.25,31.24,29.04,26.46,23.46,20.46,17.46,14.46,11.46,13.19,16.19,19.19,22.19,25.19,28.19,31.19,25.11,22.12,19.13,16.15,13.18,10.26,7.53,10.65,13.39,16.32,19.28,22.26,25.25,28.24,24.64,22.06,19.06,16.06,13.06,10.06,7.06,10.2,13.19,16.19,19.19,22.19,25.19,28.19,18.05,15.06,12.07,9.09,6.14,3.27,1.3,9.09,12.07,15.06,18.05,21.04,24.04,27.03,18,15,12,9,6,3,0,9,12,15,18,21,24,27,24.59,21.59,18.59,15.59,12.59,9.59,6.6,9.75,12.74,15.74,18.74,21.74,24.74,27.74,24.64,21.65,18.66,15.68,12.72,9.79,7.06,10.2,12.94,15.87,18.83,21.81,24.8,27.79,28.99,25.99,22.99,19.99,16.99,13.99,11,12.72,15.72,18.72,21.72,24.72,27.72,30.72,29.04,26.05,23.06,20.08,17.12,14.19,11.46,13.19,15.92,18.84,21.81,24.79,27.78,30.77,33.39,30.39,27.39,24.39,21.39,18.39,15.4,16.54,19.54,22.54,25.54,28.54,31.54,34.54,33.44,30.45,27.46,24.48,21.52,18.59,15.86,17.01,19.74,22.67,25.63,28.61,31.6,34.59
WP_0078,13.68,13.94,31.24,28.25,25.26,22.28,19.31,16.39,13.66,11.93,14.66,17.58,20.55,23.53,26.52,29.51,31.19,28.19,25.19,22.19,19.19,16.19,13.19,11.46,14.46,17.46,20.46,23.46,26.46,29.04,28.24,25.25,22.26,19.28,16.32,13.39,10.65,7.53,10.26,13.18,16.15,19.13,22.12,25.11,28.19,25.19,22.19,19.19,16.19,13.19,10.2,7.06,10.06,13.06,16.06,19.06,22.06,24.64,27.03,24.04,21.04,18.05,15.06,12.07,9.09,1.3,3.27,6.14,9.09,12.07,15.06,18.05,27,24,21,18,15,12,9,0,3,6,9,12,15,18,27.74,24.74,21.74,18.74,15.74,12.74,9.75,6.6,9.59,12.59,15.59,18.59,21.59,24.59,27.79,24.8,21.81,18.83,15.87,12.94,10.2,7.06,9.79,12.72,15.68,18.66,21.65,24.64,30.72,27.72,24.72,21.72,18.72,15.72,12.72,11,13.99,16.99,19.99,22.99,25.99,28.99,30.77,27.78,24.79,21.81,18.84,15.92,13.19,11.46,14.19,17.12,20.08,23.06,26.05,29.04,34.54,31.54,28.54,25.54,22.54,19.54,16.54,15.4,18.39,21.39,24.39,27.39,30.39,33.39,34.59,31.6,28.61,25.63,22.67,19.74,17.01,15.86,18.59,21.52,24.48,27.46,30.45,33.44
WP_0079,16.41,16.67,33.96,30.97,27.99,25.01,22.04,19.11,16.39,14.66,17.39,20.31,23.28,26.26,29.25,26.52,33.92,30.92,27.92,24.92,21.92,18.92,15.92,14.19,17.19,20.19,23.19,26.19,29.05,26.05,30.99,28,25.01,22.03,19.06,16.14,13.39,10.26,12.99,15.91,18.88,21.86,24.85,22.12,30.94,27.94,24.94,21.94,18.94,15.94,12.94,9.79,12.79,15.79,18.79,21.79,24.65,21.65,30.03,27.03,24.04,21.04,18.05,15.06,12.07,3.27,1.3,3.27,6.14,9.09,12.07,15.06,30,27,24,21,18,15,12,3,0,3,6,9,12,15,30.74,27.74,24.74,21.74,18.74,15.74,12.74,9.59,12.59,15.59,18.59,21.59,24.59,21.59,30.79,27.8,24.81,21.83,18.87,15.94,13.19,10.06,12.79,15.71,18.68,21.66,24.65,22.06,33.72,30.72,27.72,24.72,21.72,18.72,15.72,13.99,16.99,19.99,22.99,25.99,28.99,25.99,33.77,30.78,27.79,24.81,21.84,18.92,16.19,14.46,17.19,20.11,23.08,26.06,29.05,26.46,37.54,34.54,31.54,28.54,25.54,22.54,19.54,18.39,21.39,24.39,27.39,30.39,33.39,30.39,37.59,34.6,31.61,28.63,25.66,22.74,20.01,18.86,21.59,24.51,27.48,30.46,33.45,30.86
WP_0080,19.34,19.59,36.89,33.9,30.91,27.93,24.96,22.04,19.31,17.58,20.31,23.24,26.2,29.18,26.26,23.53,36.84,33.84,30.84,27.84,24.84,21.84,18.84,17.12,20.11,23.11,26.11,29.06,26.06,23.06,33.91,30.92,27.93,24.95,21.99,19.06,16.32,13.18,15.91,18.84,21.8,24.78,21.86,19.13,33.86,30.86,27.86,24.86,21.86,18.87,15.87,12.72,15.71,18.71,21.71,24.66,21.66,18.66,33.03,30.03,27.03,24.04,21.04,18.05,15.06,6.14,3.27,1.3,3.27,6.14,9.09,12.07,33,30,27,24,21,18,15,6,3,0,3,6,9,12,33.74,30.74,27.74,24.74,21.74,18.74,15.74,12.59,15.59,18.59,21.59,24.59,21.59,18.59,33.79,30.8,27.81,24.83,21.86,18.94,16.19,13.06,15.79,18.71,21.68,24.66,21.79,19.06,36.72,33.72,30.72,27.72,24.72,21.72,18.72,16.99,19.99,22.99,25.99,28.99,25.99,22.99,36.77,33.78,30.79,27.81,24.84,21.92,19.19,17.46,20.19,23.11,26.08,29.06,26.19,23.46,40.54,37.54,34.54,31.54,28.54,25.54,22.54,21.39,24.39,27.39,30.39,33.39,30.39,27.39,40.59,37.6,34.61,31.63,28.66,25.74,23.01,21.86,24.59,27.51,30.48,33.46,30.59,27.86
WP_0081,22.3,22.56,39.86,36.87,33.88,30.9,27.93,25.01,22.28,20.55,23.28,26.2,29.17,26.2,23.28,20.55,39.81,36.81,33.81,30.81,27.81,24.81,21.81,20.08,23.08,26.08,29.08,26.08,23.08,20.08,36.88,33.89,30.9,27.92,24.95,22.03,19.28,16.15,18.88,21.8,24.77,21.8,18.88,16.15,36.83,33.83,30.83,27.83,24.83,21.83,18.83,15.68,18.68,21.68,24.68,21.68,18.68,15.68,36.02,33.03,30.03,27.03,24.04,21.04,18.05,9.09,6.14,3.27,1.3,3.27,6.14,9.09,36,33,30,27,24,21,18,9,6,3,0,3,6,9,36.74,33.74,30.74,27.74,24.74,21.74,18.74,15.59,18.59,21.59,24.59,21.59,18.59,15.59,36.79,33.8,30.81,27.83,24.86,21.94,19.19,16.06,18.79,21.71,24.68,21.71,18.79,16.06,39.72,36.72,33.72,30.72,27.72,24.72,21.72,19.99,22.99,25.99,28.99,25.99,22.99,19.99,39.77,36.78,33.79,30.81,27.84,24.92,22.19,20.46,23.19,26.11,29.08,26.11,23.19,20.46,43.54,40.54,37.54,34.54,31.54,28.54,25.54,24.39,27.39,30.39,33.39,30.39,27.39,24.39,43.59,40.6,37.61,34.63,31.66,28.74,26.01,24.86,27.59,30.51,33.48,30.51,27.59,24.86
WP_0082,25.28,25.54,42.84,39.85,36.86,33.88,30.91,27.99,25.26,23.53,26.26,29.18,26.2,23.24,20.31,17.58,42.79,39.79,36.79,33.79,30.79,27.79,24.79,23.06,26.06,29.06,26.11,23.11,20.11,17.12,39.86,36.87,33.88,30.9,27.93,25.01,22.26,19.13,21.86,24.78,21.8,18.84,15.91,13.18,39.81,36.81,33.81,30.81,27.81,24.81,21.81,18.66,21.66,24.66,21.71,18.71,15.71,12.72,39.02,36.02,33.03,30.03,27.03,24.04,21.04,12.07,9.09,6.14,3.27,1.3,3.27,6.14,39,36,33,30,27,24,21,12,9,6,3,0,3,6,39.74,36.74,33.74,30.74,27.74,24.74,21.74,18.59,21.59,24.59,21.59,18.59,15.59,12.59,39.79,36.8,33.81,30.83,27.86,24.94,22.19,19.06,21.79,24.66,21.68,18.71,15.79,13.06,42.72,39.72,36.72,33.72,30.72,27.72,24.72,22.99,25.99,28.99,25.99,22.99,19.99,16.99,42.77,39.78,36.79,33.81,30.84,27.92,25.19,23.46,26.19,29.06,26.08,23.11,20.19,17.46,46.54,43.54,40.54,37.54,34.54,31.54,28.54,27.39,30.39,33.39,30.39,27.39,24.39,21.39,46.59,43.6,40.61,37.63,34.66,31.74,29.01,27.86,30.59,33.46,30.48,27.51,24.59,21.86
WP_0083,28.27,28.53,45.82,42.83,39.85,36.87,33.9,30.97,28.25,26.52,29.25,26.26,23.28,20.31,17.39,14.66,45.78,42.78,39.78,36.78,33.78,30.78,27.78,26.05,29.05,26.19,23.19,20.19,17.19,14.19,42.85,39.86,36.87,33.89,30.92,28,25.25,22.12,24.85,21.86,18.88,15.91,12.99,10.26,42.8,39.8,36.8,33.8,30.8,27.8,24.8,21.65,24.65,21.79,18.79,15.79,12.79,9.79,42.02,39.02,36.02,33.03,30.03,27.03,24.04,15.06,12.07,9.09,6.14,3.27,1.3,3.27,42,39,36,33,30,27,24,15,12,9,6,3,0,3,42.74,39.74,36.74,33.74,30.74,27.74,24.74,21.59,24.59,21.59,18.59,15.59,12.59,9.59,42.79,39.8,36.81,33.83,30.86,27.94,25.19,22.06,24.65,21.66,18.68,15.71,12.79,10.06,45.72,42.72,39.72,36.72,33.72,30.72,27.72,25.99,28.99,25.99,22.99,19.99,16.99,13.99,45.77,42.78,39.79,36.81,33.84,30.92,28.19,26.46,29.05,26.06,23.08,20.11,17.19,14.46,49.54,46.54,43.54,40.54,37.54,34.54,31.54,30.39,33.39,30.39,27.39,24.39,21.39,18.39,49.59,46.6,43.61,40.63,37.66,34.74,32.01,30.86,33.45,30.46,27.48,24.51,21.59,18.86
WP_0084,31.26,31.52,48.82,45.82,42.84,39.86,36.89,33.96,31.24,29.51,26.52,23.53,20.55,17.58,14.66,11.93,48.77,45.77,42.77,39.77,36.77,33.77,30.77,29.04,26.46,23.46,20.46,17.46,14.46,11.46,45.84,42.85,39.86,36.88,33.91,30.99,28.24,25.11,22.12,19.13,16.15,13.18,10.26,7.53,45.79,42.79,39.79,36.79,33.79,30.79,27.79,24.64,22.06,19.06,16.06,13.06,10.06,7.06,45.02,42.02,39.02,36.02,33.03,30.03,27.03,18.05,15.06,12.07,9.09,6.14,3.27,1.3,45,42,39,36,33,30,27,18,15,12,9,6,3,0,45.74,42.74,39.74,36.74,33.74,30.74,27.74,24.59,21.59,18.59,15.59,12.59,9.59,6.6,45.79,42.8,39.81,36.83,33.86,30.94,28.19,24.64,21.65,18.66,15.68,12.72,9.79,7.06,48.72,45.72,42.72,39.72,36.72,33.72,30.72,28.99,25.99,22.99,19.99,16.99,13.99,11,48.77,45.78,42.79,39.81,36.84,33.92,31.19,29.04,26.05,23.06,20.08,17.12,14.19,11.46,52.54,49.54,46.54,43.54,40.54,37.54,34.54,33.39,30.39,27.39,24.39,21.39,18.39,15.4,52.59,49.6,46.61,43.63,40.66,37.74,35.01,33.44,30.45,27.46,24.48,21.52,18.59,15.86
